,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
1177,0,icmp,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4,0,0,1,1,0.03,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1
11390,0,udp,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,0,0,0,0,0,1,0,255,1,0,1,1,0,0,0,0,0
4035,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1,0.07,0,0.92,1,0,1,0,255,1,0,0.86,0,0,0.07,0,0.78,1
1116,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,17,1,1,0,0,0.07,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0
12577,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,51,0.2,0.16,0,0,0,0,0.78,0
14489,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,8,0,0,1,1,0.04,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1
15712,1,icmp,55,2,1073,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,88,195,0.86,0.05,0.01,0.01,0,0,0,0.01
13407,0,icmp,25,2,204,1072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,5,193,1,0,0.2,0.05,0,0,0,0
22251,0,udp,50,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0
21438,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,198,0.78,0.13,0,0,0,0,0.21,0
7966,0,icmp,25,2,317,1015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,44,255,1,0,0.02,0.04,0,0,0,0
10244,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.13,0,0.87,1,0,1,0,255,1,0,0.94,0,0,0.13,0,0.87,1
1410,0,icmp,25,2,324,6561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,18,255,1,0,0.06,0.02,0,0,0,0
3283,0,tcp,15,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,1,0,1,2,34,1,0,1,0.29,0,0,0,0
11757,0,icmp,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,1,1,0,0,0.41,0.06,0,255,18,0.07,0.06,0,0,0.83,0.78,0.02,0
6945,0,icmp,25,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0.2,0.2,1,0,0,255,255,1,0,0,0,0,0,0.07,0.07
4229,0,icmp,25,2,260,7186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0
1345,0,icmp,25,2,231,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
18671,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,405,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
4907,0,icmp,25,2,224,1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.05,0,0,0,0
21893,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
17357,0,icmp,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,18,1,1,0,0,0.07,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0
4131,0,icmp,25,2,215,1769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,1,0,0.06,255,255,1,0,0,0,0.01,0.01,0,0
7532,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,17,0.69,0.41,0.31,0.59,0.07,0.07,0,255,17,0.07,0.07,0,0,0.71,0.41,0.29,0.59
6262,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,0,0,1,1,0.02,0.08,0,255,2,0.01,0.06,0,0,0,0,1,1
8938,0,udp,12,2,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,249,0.98,0.01,0.01,0,0,0,0,0
17942,0,icmp,25,2,264,5022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,147,255,1,0,0.01,0.02,0,0,0,0
18781,0,udp,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0,0,0,0,0.01,1,0,255,1,0,1,1,0,0,0,0,0
2057,0,icmp,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1
11252,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
19882,3,icmp,25,5,45260,2920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,1,0,0,255,254,1,0.01,0,0,0,0,0.04,0.04
1655,0,icmp,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,1,0,1,255,18,0.07,0.03,0,0,0,0,0.4,1
19092,0,icmp,25,2,236,8117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0
2569,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,26,0.1,0.02,0,0,0,0,0.09,0.81
21817,0,udp,12,2,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,255,240,0.94,0.01,0,0,0,0,0.04,0
12747,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.98,1
15387,0,icmp,25,2,307,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,0,1,0,0.4,255,253,0.99,0.01,0,0,0.21,0.21,0.56,0.57
481,280,icmp,20,2,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,15,1,0,1,0.13,0,0,0,0
386,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,2,0,0,1,1,0.01,0.06,0,255,2,0.01,0.06,0,0,0,0,1,1
14870,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1
4289,748,icmp,25,5,88624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,232,229,0.99,0.01,0,0,0,0,0.03,0.03
16564,1,icmp,55,2,1387,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,81,118,0.72,0.05,0.01,0.02,0,0,0.04,0.07
2538,0,icmp,25,2,294,7333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,0.18,36,255,1,0,0.03,0.03,0,0,0,0
11050,809,icmp,25,5,60884,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,58,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.29,0.29
14597,0,icmp,25,2,145,1229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,20,253,1,0,0.05,0.06,0,0,0,0
2185,0,tcp,16,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,499,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
17527,280,icmp,20,2,283618,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,6,6,1,0,1,0,0,0,0,0
14199,0,icmp,25,2,217,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
4073,902,icmp,25,5,55044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76,76,0.01,0.01,0.97,0.97,1,0,0,255,255,1,0,0,0,0,0,0.29,0.29
14812,0,udp,12,2,45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,255,253,0.99,0.01,0,0,0,0,0,0
15567,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,18,0,0,1,1,0.08,0.07,0,255,18,0.07,0.07,0,0,0,0,1,1
359,0,icmp,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5,0,0,1,1,0.03,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1
8129,280,icmp,20,2,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,11,12,0.91,0.18,0.91,0.17,0,0,0,0
12966,801,icmp,25,5,76944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,1,1,1,0,0,253,250,0.99,0.01,0,0,0,0,0.11,0.11
9877,0,icmp,25,2,307,519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,1,0,0.18,255,255,1,0,0,0,0,0,0,0
18077,0,icmp,25,2,248,398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,70,255,1,0,0.01,0.01,0,0,0,0
8292,0,udp,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0.01,0.9,0,255,1,0,0.55,0.98,0,0,0,0.01,0
5078,0,icmp,25,2,232,14086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0
19213,0,icmp,25,2,216,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0
9098,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.1,0,0.89,1
1938,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,14,0,0,1,1,0.1,0.07,0,255,14,0.05,0.06,0,0,0,0,1,1
21009,0,icmp,25,2,210,1704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,132,255,1,0,0.01,0.01,0,0,0,0
13191,0,icmp,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0.07,1,0.8,1,0,0.93,232,11,0.02,0.03,0,0.18,0,0,0.04,0.64
4107,0,icmp,25,2,291,1338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,48,0,0,0,0,1,0,0.04,71,255,1,0,0.01,0.02,0,0,0,0
416,0,icmp,25,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04
15610,2065,icmp,25,5,56504,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,243,0.95,0.01,0,0,0.02,0.02,0.36,0.38
13824,0,icmp,25,2,322,2344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
17067,0,icmp,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,1,1,0,0,0.07,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0
8959,0,icmp,25,2,216,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,14,133,1,0,0.07,0.05,0,0,0,0
18708,0,tcp,16,2,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
3202,1,icmp,61,2,24,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.67,0.33,0.33,1,0.67,255,67,0.26,0.02,0,0,0,0.01,0.7,0.69
15452,0,icmp,25,2,311,1917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,1,0,0.11,116,255,1,0,0.01,0.02,0,0,0,0
16530,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,7,0,0,1,1,0.04,0.06,0,255,7,0.03,0.06,0,0,0,0,1,1
21876,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1
15362,0,icmp,25,2,342,1209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
21498,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.08,0,0,0,0,1,1
22361,0,tcp,15,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,33,1,0,1,1,0,0,0,0
7957,0,icmp,25,2,353,1358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,1,0,0.25,255,255,1,0,0.01,0,0,0,0,0
7725,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,50,0.2,0.16,0,0,0,0,0.78,0
4458,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,1,1,0,0,0.01,0.11,0,255,1,0,0.09,0,0,1,1,0,0
18099,0,udp,12,2,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,236,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0
18139,0,icmp,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,12,0,0,1,1,0.04,0.06,0,255,12,0.05,0.06,0,0,0,0,1,1
17141,282,icmp,20,2,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,48,0.19,0.03,0,0,0.18,0,0.02,0
11548,0,icmp,25,2,203,2774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,37,0,0,0,0,1,0,0.08,48,255,1,0,0.04,0.02,0,0,0,0
2739,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.13,0,0.87,1,0,1,0,255,1,0,0.96,0,0,0.14,0,0.86,1
12527,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.13,0,0.87,1,0,1,0,255,1,0,0.91,0,0,0.11,0,0.89,1
9843,0,icmp,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,1,1,0.23,0.08,0,255,52,0.2,0.1,0.01,0,0,0,1,1
18323,0,icmp,25,2,278,1731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,11,153,1,0,0.09,0.03,0,0.27,0,0
21708,281,icmp,20,2,160,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,14,0.05,0.85,0,0,0,0,0.85,0
15015,0,icmp,25,2,308,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,114,255,1,0,0.01,0.01,0,0,0,0
18535,0,icmp,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,9,0,0,1,1,0.04,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1
19691,1,icmp,61,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0.09,0.5,0.45,1,0,0.55,255,58,0.23,0.02,0,0,0,0,0.62,0.72
7655,0,icmp,25,2,336,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
6069,0,udp,12,2,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,0,0,0,0,1,0,0,255,249,0.98,0.01,0,0,0,0,0,0
4899,0,icmp,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,0,0,1,1,0.07,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1
11937,0,udp,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0.18,0.45,0,255,2,0.01,0.24,1,0,0,0,0,0
3642,0,icmp,25,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04
10544,0,udp,50,2,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0
11765,1776,icmp,61,2,3061,54942,0,0,0,15,1,1,14,1,0,26,5,0,4,0,0,0,1,1,0,0,0,0,1,0,0,9,2,0.11,0.44,0.11,1,0,0,0,0
19861,0,icmp,20,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,0.25,0.5,0.25,0,0,0,0,0
15962,0,udp,45,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0.05,1,0,255,1,0,0.92,1,0,0,0,0,0
4809,0,icmp,25,2,173,3917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,1,0,0.2,21,255,1,0,0.05,0.01,0,0,0,0
9034,0,udp,12,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,1,0,0.17,67,67,1,0,0.03,0,0,0,0,0
19905,9,icmp,25,5,33580,7300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.33,0.33,1,0,0,255,254,1,0.01,0,0,0,0,0.07,0.07
11035,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,149,0.58,0.38,0,0,0.47,0.81,0.37,0.01
2020,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
12185,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,18,1,1,0,0,0.06,0.06,0,255,18,0.07,0.07,0,0,1,1,0,0
4706,0,icmp,25,2,305,4285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,34,255,1,0,0.03,0.04,0,0,0,0
12402,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,12,0,0,1,1,0.09,0.07,0,255,12,0.05,0.06,0,0,0,0,1,1
11306,0,icmp,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,0,1,1,0.24,0.08,0,255,52,0.2,0.19,0.01,0,0,0,0.98,1
18690,0,icmp,25,2,378,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,125,255,1,0,0.01,0.04,0,0,0,0
9110,281,icmp,20,2,162,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,8,0.03,0.42,0,0,0.15,0,0.42,0
694,0,icmp,25,2,243,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,1,0,0.08,107,255,1,0,0.01,0.03,0,0,0,0
20932,0,tcp,16,2,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,168,20,0.12,0.05,0.2,0,0,0,0,0
2972,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,9,0,0,1,1,0.08,0.06,0,255,9,0.04,0.05,0,0,0,0,1,1
21799,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
22347,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
9353,0,icmp,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,6,0,0,1,1,0.06,0.06,0,255,6,0.02,0.05,0,0,0,0,1,1
4742,283,icmp,20,2,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,34,0.13,0.03,0,0,0.35,0,0.02,0
4157,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,124,0.49,0.03,0,0,0.19,0.39,0.11,0.1
13018,0,icmp,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,198,65,0.25,0.02,0.01,0.03,0,0,0.85,1
16417,0,icmp,25,2,211,1774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,1,0,0.2,12,255,1,0,0.08,0.02,0,0,0,0
12899,0,icmp,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,0,0,1,1,0.06,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1
12649,0,icmp,25,2,355,1680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0.22,147,255,1,0,0.01,0.02,0,0,0,0
2985,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.07,0,0,1,1,0,0
16835,0,icmp,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,85,1,0.01,1,1,0,1,1,0,0
4171,7228,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,251,0.98,0.02,0,0,0.27,0.27,0.01,0
4085,3,icmp,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,0,0,1,1,0.02,0.54,0,140,2,0.01,0.51,0.95,0,0,0,0.95,1
19366,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3,0,0,1,1,0.02,0.06,0,255,3,0.01,0.06,0,0,0,0,1,1
21437,0,icmp,25,2,309,519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0
1861,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,156,0.61,0.02,0,0,0,0,0.13,0
8377,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,0,0,1,1,0.08,0.08,0,255,8,0.03,0.06,0,0,0,0,1,1
7296,0,udp,45,2,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,74,8,0.11,0.09,0.99,0,0,0,0,0
18298,0,icmp,25,2,315,2251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,68,255,1,0,0.01,0.03,0,0,0,0
265,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,16,1,1,0,0,0.05,0.06,0,255,16,0.06,0.06,0,0,1,1,0,0
10709,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,19,1,1,0,0,0.06,0.05,0,255,19,0.07,0.06,0,0,1,1,0,0
7199,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60,58,0.95,0.03,0.02,0.03,0,0,0,0
20234,0,icmp,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,17,0,0,1,1,0.07,0.07,0,255,17,0.07,0.07,0,0,0,0,1,1
10036,0,icmp,25,2,301,12300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,3,255,1,0,0.33,0.02,0,0,0,0
9327,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,75,0.29,0.14,0,0,0,0,0.69,0
4149,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,245,0.96,0.02,0,0,0,0,0.02,0
10168,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,11,0,0,1,1,0.04,0.06,0,255,11,0.04,0.06,0,0,0,0,1,1
2083,0,icmp,25,2,209,5337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,72,255,1,0,0.01,0.02,0,0,0,0
14759,0,udp,50,2,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,403,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0
14088,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,15,0,0,1,1,0.11,0.06,0,255,15,0.06,0.05,0,0,0,0,1,1
